Gold
264
660
444
910
1016
1054
942
431
1115
1092
681
714
895
546
812
392
1662
1386
1181
407
574
533
839
1333
277
1396
1227
712
1199
662
998
402
1214
1165
934
863
414
656
907
851
970
1413
1008
645
917
263
