Gold
466
1164
1057
619
1164
219
1068
150
885
766
1112
347
778
750
1185
622
494
472
283
1453
1763
500
937
1237
1060
1338
940
246
1507
1487
945
1530
216
462
152
209
1133
1487
208
617
411
881
1116
1470
999
744
