Gold
2065
1018
955
81
764
215
695
965
863
915
1025
1090
1005
1186
585
845
921
633
966
802
809
999
384
472
987
1149
925
1811
959
761
1039
1027
808
544
842
836
274
1295
440
443
459
968
1993
1116
868
901
1315
1148
818
801
